date,contract,contract month(Week),open,high,low,last,Change,%,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2013/3/1,JVF,201312,-,-,-,-,-,-,-,23.65,0,-,-,-,-
2013/3/1,JUF,201303,57.4,57.7,57.4,57.5,1.2,2.13%,20,57.5,40,57.4,57.7,58.8,49.55
2013/3/1,JTF,201303,-,-,-,-,-,-,-,90.9,5,89.6,91.5,91.3,91.3
2013/3/1,JTF,201304,-,-,-,-,-,-,-,91.1,0,89.6,91.5,-,-
2013/3/1,JTF,201306,-,-,-,-,-,-,-,91.3,0,-,-,-,-
2013/3/1,JTF,201309,-,-,-,-,-,-,-,91.8,0,-,-,-,-
2013/3/1,JTF,201312,-,-,-,-,-,-,-,92.2,0,-,-,-,-
2013/3/1,JSF,201303,40.55,40.55,39.5,39.75,-0.05,-0.13%,43,39.75,100,39.5,40,41.4,38.15
2013/3/1,JSF,201304,40.1,40.1,40.1,40.1,0.3,0.75%,15,39.45,13,38.85,40,40.8,39.5
2013/3/1,JSF,201306,-,-,-,-,-,-,-,40.25,10,-,-,39.05,39
2013/3/1,JSF,201309,-,-,-,-,-,-,-,40.15,0,-,-,-,-
2013/3/1,JSF,201312,-,-,-,-,-,-,-,40.35,0,-,-,-,-
2013/3/1,JRF,201303,39.35,39.35,39.15,39.15,0.05,0.13%,10,39.15,17,38.75,40.2,40.95,37.7
2013/3/1,JRF,201304,39.15,39.15,39.15,39.15,0.05,0.13%,2,39.15,8,38.65,40.2,40.9,39.15
2013/3/1,JRF,201306,-,-,-,-,-,-,-,39.45,1,-,-,41,41
2013/3/1,JRF,201309,-,-,-,-,-,-,-,39,0,-,-,-,-
2013/3/1,JRF,201312,-,-,-,-,-,-,-,39.6,0,-,-,-,-
2013/3/1,JQF,201303,15.8,15.85,15.8,15.8,0.05,0.32%,13,15.8,42,15.7,15.85,16.45,12.8
2013/3/1,JQF,201306,15.75,15.75,15.75,15.75,0,0.00%,5,15.75,17,15.7,15.8,16.25,12.6
2013/3/1,JQF,201309,-,-,-,-,-,-,-,15.8,0,-,15.95,-,-
2013/3/1,JPF,201303,33.95,33.95,33.95,33.95,0.1,0.30%,1,33.95,88,33.75,34.15,40.1,30.7
2013/3/1,JPF,201304,-,-,-,-,-,-,-,33.95,24,33.1,34.2,35.15,33.65
2013/3/1,JPF,201306,-,-,-,-,-,-,-,34.1,0,-,-,-,-
2013/3/1,JPF,201309,-,-,-,-,-,-,-,33.9,0,-,-,-,-
2013/3/1,JPF,201312,-,-,-,-,-,-,-,34.35,0,-,-,-,-
2013/3/1,JOF,201303,226,228.5,226,228.5,4.5,2.01%,43,228.5,441,229,229.5,254,195
2013/3/1,JOF,201304,226,229.5,226,229.5,6,2.68%,36,229.5,104,228.5,229.5,230.5,215.5
2013/3/1,JOF,201306,226.5,226.5,226.5,226.5,3,1.34%,3,229,147,228.5,229.5,250,195
2013/3/1,JOF,201309,-,-,-,-,-,-,-,228,0,219,230.5,-,-
2013/3/1,JOF,201312,-,-,-,-,-,-,-,229,0,-,230.5,-,-
2013/3/1,JNF,201303,561,563,557,558,1,0.18%,24,558,327,557,559,566,355
2013/3/1,JNF,201304,553,553,553,553,1,0.18%,1,553,37,551,553,559,532
2013/3/1,JNF,201306,-,-,-,-,-,-,-,564,0,527,553,-,-
2013/3/1,JNF,201309,-,-,-,-,-,-,-,559,1,-,-,516,514
2013/3/1,JNF,201312,-,-,-,-,-,-,-,560,0,-,559,-,-
2013/3/1,JMF,201303,62.3,62.3,62.2,62.2,0.6,0.97%,10,62.2,11,61.1,62.6,65.6,61.1
2013/3/1,JMF,201304,-,-,-,-,-,-,-,62.3,6,60.1,62.7,62.2,61.5
2013/3/1,JMF,201306,-,-,-,-,-,-,-,62.6,0,-,-,-,-
2013/3/1,JMF,201309,-,-,-,-,-,-,-,63,0,-,-,-,-
2013/3/1,JMF,201312,-,-,-,-,-,-,-,63.1,0,-,-,-,-
2013/3/1,JLF,201303,56.7,56.7,56.2,56.2,0.2,0.36%,2,56.2,34,55.3,56.5,60.1,52.2
2013/3/1,JLF,201304,56.5,56.5,56.2,56.2,0.1,0.18%,4,56.2,8,55,56.6,57.1,55.7
2013/3/1,JLF,201306,-,-,-,-,-,-,-,56.2,0,-,-,-,-
2013/3/1,JLF,201309,-,-,-,-,-,-,-,56.2,0,-,-,-,-
2013/3/1,JLF,201312,-,-,-,-,-,-,-,56.5,0,-,-,-,-
2013/3/1,JKF,201303,38.45,39.05,38.1,39.05,2.05,5.54%,23,39.05,24,38.8,39.2,39.1,36.75
2013/3/1,JKF,201304,38.2,38.95,38.2,38.95,1.9,5.13%,16,38.95,6,38.65,39.2,38.95,37.05
2013/3/1,JKF,201306,-,-,-,-,-,-,-,39.15,0,-,-,-,-
2013/3/1,JKF,201309,-,-,-,-,-,-,-,39.05,0,-,-,-,-
2013/3/1,JKF,201312,-,-,-,-,-,-,-,39.2,0,-,-,-,-
2013/3/1,JIF,201303,21.5,21.9,21.5,21.85,0.35,1.63%,37,21.85,253,21.75,21.85,23.65,15.2
2013/3/1,JIF,201304,21.25,21.6,21.25,21.5,0.15,0.70%,28,21.7,198,21.45,21.55,23.4,20.75
2013/3/1,JIF,201306,20.2,20.5,20.2,20.5,-0.25,-1.20%,12,21.1,438,20.35,20.9,22.15,20.2
2013/3/1,JIF,201309,-,-,-,-,-,-,-,22.05,0,-,-,-,-
2013/3/1,JIF,201312,-,-,-,-,-,-,-,22.35,0,-,-,-,-
2013/3/1,JHF,201303,39.3,39.3,39.3,39.3,1.05,2.75%,5,39.3,12,38.45,39.5,40.2,37.95
2013/3/1,JHF,201304,-,-,-,-,-,-,-,39.05,10,38.3,39.5,38.6,37.8
2013/3/1,JHF,201306,-,-,-,-,-,-,-,38.9,0,-,-,-,-
2013/3/1,JHF,201309,-,-,-,-,-,-,-,39.1,0,-,-,-,-
2013/3/1,JHF,201312,-,-,-,-,-,-,-,39.15,0,-,-,-,-
2013/3/1,JGF,201303,21.25,21.3,21.15,21.2,0.3,1.44%,7,21.2,87,20.85,21.35,23,14.7
2013/3/1,JGF,201304,21.05,21.2,21,21.1,0.3,1.44%,13,21.1,32,20.75,21.3,21.85,20.8
2013/3/1,JGF,201306,21,21,21,21,0,0.00%,1,21.3,4,-,-,22.05,21
2013/3/1,JGF,201309,-,-,-,-,-,-,-,20.85,0,-,-,-,-
2013/3/1,JGF,201312,-,-,-,-,-,-,-,21.2,0,-,-,-,-
2013/3/1,JFF,201303,88.3,88.6,88.3,88.5,0.7,0.80%,5,88.5,26,88,88.5,89.5,85.8
2013/3/1,JFF,201304,89,89,89,89,1.6,1.83%,2,89,12,87.6,88.5,89,87.3
2013/3/1,JFF,201306,-,-,-,-,-,-,-,88.2,10,-,-,87.7,85.5
2013/3/1,JFF,201309,-,-,-,-,-,-,-,89,0,-,-,-,-
2013/3/1,JFF,201312,-,-,-,-,-,-,-,89.1,0,-,-,-,-
2013/3/1,JEF,201303,26.35,26.85,26,26.7,0.6,2.30%,78,26.7,193,26.6,27,27.75,20.8
2013/3/1,JEF,201304,26.25,26.7,26,26.7,0.5,1.91%,86,26.7,76,26.45,26.9,27.5,25.55
2013/3/1,JEF,201306,-,-,-,-,-,-,-,26.8,2,-,27.3,16.35,16.35
2013/3/1,JEF,201309,-,-,-,-,-,-,-,26.75,0,-,-,-,-
2013/3/1,JEF,201312,-,-,-,-,-,-,-,26.75,0,-,-,-,-
2013/3/1,JDF,201303,27.95,28.55,27.95,28.3,0.35,1.25%,18,28.3,260,27.8,28.35,30.85,27.45
2013/3/1,JDF,201304,27.75,28.25,27.75,28.1,0.3,1.08%,7,28.1,65,27.65,28.2,28.95,27.75
2013/3/1,JDF,201306,-,-,-,-,-,-,-,28.8,0,-,28.5,-,-
2013/3/1,JDF,201309,-,-,-,-,-,-,-,28.95,0,-,-,-,-
2013/3/1,JDF,201312,-,-,-,-,-,-,-,29.25,0,-,-,-,-
2013/3/1,JCF,201303,73.4,73.7,73.4,73.7,0.8,1.10%,6,73.7,24,72.5,74.6,76.4,71.3
2013/3/1,JCF,201304,-,-,-,-,-,-,-,73.7,13,72.4,74.6,74.5,73.7
2013/3/1,JCF,201306,-,-,-,-,-,-,-,73.5,0,-,75.5,-,-
2013/3/1,JCF,201309,-,-,-,-,-,-,-,73.4,0,-,-,-,-
2013/3/1,JCF,201312,-,-,-,-,-,-,-,74.4,0,-,-,-,-
2013/3/1,JBF,201303,94.2,94.8,94.2,94.8,-0.2,-0.21%,6,94.8,15,94.3,96.7,97.4,92.4
2013/3/1,JBF,201304,94.5,94.7,94.5,94.7,0,0.00%,2,94.7,10,93.3,95.7,97.4,94.3
2013/3/1,JBF,201306,-,-,-,-,-,-,-,94.2,0,-,95.9,-,-
2013/3/1,JBF,201309,-,-,-,-,-,-,-,94.2,0,-,-,-,-
2013/3/1,JBF,201312,-,-,-,-,-,-,-,95,0,-,-,-,-
2013/3/1,JAF,201303,22.45,23.3,22.45,23.3,1.5,6.88%,18,23.3,29,23.3,-,24.1,21.5
2013/3/1,JAF,201304,22.65,23.25,22.65,23.25,1.5,6.90%,10,23.25,9,23.25,-,23.25,21.45
2013/3/1,JAF,201306,-,-,-,-,-,-,-,23.4,0,-,-,23.25,22.55
2013/3/1,JAF,201309,-,-,-,-,-,-,-,23.25,0,-,-,-,-
2013/3/1,JAF,201312,-,-,-,-,-,-,-,23.55,0,-,-,-,-
2013/3/1,IZF,201303,19.75,19.75,19.75,19.75,0.45,2.33%,5,19.5,16,19.15,19.8,20.05,19
2013/3/1,IZF,201304,19.65,19.65,19.65,19.65,0.3,1.55%,5,19.5,0,19.1,19.85,19.65,19.35
2013/3/1,IZF,201306,-,-,-,-,-,-,-,19.6,0,-,-,-,-
2013/3/1,IZF,201309,-,-,-,-,-,-,-,19.75,0,-,-,-,-
2013/3/1,IZF,201312,-,-,-,-,-,-,-,19.75,0,-,-,-,-
2013/3/1,IYF,201303,95.8,96.5,95.7,95.7,1.5,1.59%,22,95.7,23,94.1,95.9,96.5,83.7
2013/3/1,IYF,201304,96.2,96.4,95.7,96.4,1.8,1.90%,21,95.9,16,93.1,95.9,96.4,93.5
2013/3/1,IYF,201306,-,-,-,-,-,-,-,95.8,0,-,97.6,-,-
2013/3/1,IYF,201309,-,-,-,-,-,-,-,95.8,0,-,-,-,-
2013/3/1,IYF,201312,-,-,-,-,-,-,-,95.5,0,-,-,-,-
2013/3/1,IXF,201303,93.9,93.9,93,93,-0.2,-0.21%,2,93,18,91.3,93.3,97,89.3
2013/3/1,IXF,201304,92.7,92.7,92.7,92.7,-0.5,-0.54%,2,92.7,10,91,93.3,94.1,92.7
2013/3/1,IXF,201306,-,-,-,-,-,-,-,93.1,1,-,94,82.4,82.4
2013/3/1,IXF,201309,-,-,-,-,-,-,-,91.9,0,-,-,-,-
2013/3/1,IXF,201312,-,-,-,-,-,-,-,92.6,0,-,-,-,-
2013/3/1,IWF,201303,22.2,22.7,22,22.5,0.9,4.17%,134,22.5,255,22.3,22.35,22.7,20
2013/3/1,IWF,201304,22,22.6,22,22.6,1.05,4.87%,45,22.6,37,22.15,22.35,22.6,21.05
2013/3/1,IWF,201306,22.1,22.1,22.1,22.1,0.25,1.14%,2,22.1,50,-,23,22.1,22
2013/3/1,IWF,201309,-,-,-,-,-,-,-,22.8,0,-,-,-,-
2013/3/1,IWF,201312,-,-,-,-,-,-,-,22.75,0,-,-,-,-
2013/3/1,IVF,201303,89.4,89.6,86.5,86.8,-3.1,-3.45%,85,88.2,721,86.7,87.2,94.5,79.2
2013/3/1,IVF,201304,89.3,89.3,86.5,87.3,-4.1,-4.49%,23,89.7,171,86.4,87.1,90.5,86.5
2013/3/1,IVF,201306,-,-,-,-,-,-,-,90.6,18,-,88.2,93,83.6
2013/3/1,IVF,201309,-,-,-,-,-,-,-,90.7,0,-,-,-,-
2013/3/1,IVF,201312,-,-,-,-,-,-,-,90.6,0,-,-,-,-
2013/3/1,ITF,201303,-,-,-,-,-,-,-,47.7,21,47,48.55,50.5,46.8
2013/3/1,ITF,201304,-,-,-,-,-,-,-,47.65,11,46.9,48.05,47.25,46.5
2013/3/1,ITF,201306,-,-,-,-,-,-,-,48.2,0,-,48.15,-,-
2013/3/1,ITF,201309,-,-,-,-,-,-,-,48.4,0,-,-,-,-
2013/3/1,ITF,201312,-,-,-,-,-,-,-,48.2,0,-,-,-,-
2013/3/1,ISF,201303,34.75,36,34.65,35.6,1.25,3.64%,35,35.6,71,35.3,36,36,32.3
2013/3/1,ISF,201304,34.65,35.8,34.65,35.8,1.5,4.37%,19,35.8,91,35,35.8,35.8,32.9
2013/3/1,ISF,201306,34.7,34.7,34.7,34.7,0.3,0.87%,2,35.45,2,35,35.9,34.7,34.7
2013/3/1,ISF,201309,-,-,-,-,-,-,-,35.8,0,-,-,-,-
2013/3/1,ISF,201312,-,-,-,-,-,-,-,35.85,0,-,-,-,-
2013/3/1,IRF,201303,28.25,28.25,28.25,28.25,0,0.00%,1,28.25,29,28.1,28.5,33.8,28.25
2013/3/1,IRF,201304,-,-,-,-,-,-,-,28.3,10,28.05,28.5,28.95,28.3
2013/3/1,IRF,201306,-,-,-,-,-,-,-,27.8,0,-,28.8,-,-
2013/3/1,IRF,201309,-,-,-,-,-,-,-,27.95,0,-,-,-,-
2013/3/1,IRF,201312,-,-,-,-,-,-,-,28.15,0,-,-,-,-
2013/3/1,IQF,201303,35.8,35.8,35.5,35.5,-0.45,-1.25%,12,35.5,19,34.85,35.8,37.65,35.5
2013/3/1,IQF,201304,35.7,35.7,35.7,35.7,-0.25,-0.70%,5,35.7,10,34.85,35.8,35.95,35.7
2013/3/1,IQF,201306,-,-,-,-,-,-,-,35.35,0,-,35.8,-,-
2013/3/1,IQF,201309,-,-,-,-,-,-,-,35.35,0,-,36.1,-,-
2013/3/1,IQF,201312,-,-,-,-,-,-,-,35.55,0,-,36.1,-,-
2013/3/1,IQ1,201303,-,-,-,-,-,-,-,35.5,85,34.95,35.95,40.95,40.95
2013/3/1,IPF,201303,34.1,34.55,34,34.55,0.75,2.22%,11,34.55,84,34.3,34.75,39.2,33.75
2013/3/1,IPF,201304,34.05,34.55,34.05,34.55,0.75,2.22%,19,34.55,81,34.25,34.75,34.9,33.75
2013/3/1,IPF,201306,-,-,-,-,-,-,-,34.5,2,34.2,34.75,36.5,34.3
2013/3/1,IPF,201309,-,-,-,-,-,-,-,34.35,1,-,34.75,34.3,34.3
2013/3/1,IPF,201312,-,-,-,-,-,-,-,34.5,0,-,34.9,-,-
2013/3/1,IOF,201303,125,126,124,126,2,1.61%,3,124.5,30,124,129.5,127,107.5
2013/3/1,IOF,201304,125,125,125,125,1,0.81%,1,125,5,122,127.5,125.5,122
2013/3/1,IOF,201306,-,-,-,-,-,-,-,124.5,0,-,-,-,-
2013/3/1,IOF,201309,-,-,-,-,-,-,-,124,0,-,-,-,-
2013/3/1,IOF,201312,-,-,-,-,-,-,-,125.5,0,-,-,-,-
2013/3/1,INF,201303,-,-,-,-,-,-,-,39.5,38,38.9,39.8,40.45,36
2013/3/1,INF,201304,-,-,-,-,-,-,-,39.5,11,38.75,39.8,39.65,39
2013/3/1,INF,201306,-,-,-,-,-,-,-,39.75,0,-,-,-,-
2013/3/1,INF,201309,-,-,-,-,-,-,-,39.65,0,-,-,-,-
2013/3/1,INF,201312,-,-,-,-,-,-,-,39.95,0,-,-,-,-
2013/3/1,IN1,201303,-,-,-,-,-,-,-,39.5,6,38.9,39.8,53.6,36.35
2013/3/1,IN1,201309,-,-,-,-,-,-,-,39.65,5,-,-,52.8,35.5
2013/3/1,IMF,201303,30.8,31.35,30.8,31.05,0.55,1.80%,28,31.05,77,30.65,31.4,31.6,26
2013/3/1,IMF,201304,30.6,31.15,30.6,31.1,0.8,2.64%,27,31.1,48,30.5,31.4,31.55,29.8
2013/3/1,IMF,201306,-,-,-,-,-,-,-,31.4,1,-,31.4,30.15,30.15
2013/3/1,IMF,201309,-,-,-,-,-,-,-,31,0,-,31.4,-,-
2013/3/1,IMF,201312,-,-,-,-,-,-,-,30.95,0,-,31.4,-,-
2013/3/1,IJF,201303,805,820,805,813,17,2.14%,25,813,49,811,815,879,507
2013/3/1,IJF,201304,800,815,800,815,19,2.39%,3,815,12,809,813,815,791
2013/3/1,IJF,201306,-,-,-,-,-,-,-,811,0,781,815,-,-
2013/3/1,IJF,201309,-,-,-,-,-,-,-,817,0,761,815,-,-
2013/3/1,IJF,201312,-,-,-,-,-,-,-,823,0,781,815,-,-
2013/3/1,IIF,201303,26.6,27.1,26.35,26.7,1.35,5.33%,54,26.7,28,26.35,-,27.1,22.05
2013/3/1,IIF,201304,26.55,27.1,26.35,26.35,0.85,3.33%,25,26.55,23,25.85,27.25,27.1,23
2013/3/1,IIF,201306,-,-,-,-,-,-,-,26.55,1,-,-,23.7,23.7
2013/3/1,IIF,201309,-,-,-,-,-,-,-,26.65,0,-,-,-,-
2013/3/1,IIF,201312,-,-,-,-,-,-,-,26.55,0,-,-,-,-
2013/3/1,IHF,201303,16.15,16.45,16.15,16.35,0.05,0.31%,33,16.35,75,16,16.35,16.85,15.6
2013/3/1,IHF,201304,16.15,16.35,16.15,16.35,0.05,0.31%,12,16.35,17,15.95,16.35,16.6,16.15
2013/3/1,IHF,201306,-,-,-,-,-,-,-,16.55,0,-,-,-,-
2013/3/1,IHF,201309,-,-,-,-,-,-,-,16.55,0,-,-,-,-
2013/3/1,IHF,201312,-,-,-,-,-,-,-,16.55,0,-,-,-,-
2013/3/1,IFF,201303,28.1,28.75,28.1,28.7,0.65,2.32%,26,28.7,74,28.2,28.55,29.65,27.35
2013/3/1,IFF,201304,28.1,28.45,28.1,28.45,0.45,1.61%,18,28.45,51,28.15,28.55,28.7,27.35
2013/3/1,IFF,201306,-,-,-,-,-,-,-,28.5,0,-,28.8,-,-
2013/3/1,IFF,201309,-,-,-,-,-,-,-,28.85,0,-,-,-,-
2013/3/1,IFF,201312,-,-,-,-,-,-,-,28.7,0,-,-,-,-
2013/3/1,IF1,201303,-,-,-,-,-,-,-,28.7,3,28.1,28.85,28.7,27.7
2013/3/1,IEF,201303,-,-,-,-,-,-,-,9.92,4,9.89,9.94,10.05,8.77
2013/3/1,IEF,201306,-,-,-,-,-,-,-,9.92,0,9.86,9.91,-,-
2013/3/1,IEF,201309,-,-,-,-,-,-,-,9.92,0,-,-,-,-
2013/3/1,IEF,201312,-,-,-,-,-,-,-,9.94,0,-,-,-,-
2013/3/1,IE1,201303,-,-,-,-,-,-,-,9.92,6,9.88,9.93,10.05,9.87
2013/3/1,ICF,201303,10.85,10.85,10.75,10.75,0,0.00%,123,10.75,243,10.75,10.9,11.55,9.74
2013/3/1,ICF,201304,10.8,10.8,10.7,10.7,-0.05,-0.47%,113,10.7,34,10.5,10.95,11.2,10.65
2013/3/1,ICF,201306,-,-,-,-,-,-,-,10.65,4,-,10.9,11.15,9.01
2013/3/1,ICF,201309,-,-,-,-,-,-,-,10.85,0,-,11,-,-
2013/3/1,ICF,201312,-,-,-,-,-,-,-,10.9,0,-,11,-,-
2013/3/1,IBF,201303,12,12.05,11.95,11.95,0,0.00%,31,11.95,97,11.8,12.15,12.45,11.6
2013/3/1,IBF,201304,12.1,12.1,11.9,11.95,0,0.00%,51,11.95,53,11.85,12.2,12.15,11.9
2013/3/1,IBF,201306,-,-,-,-,-,-,-,11.95,0,-,12.15,-,-
2013/3/1,IBF,201309,-,-,-,-,-,-,-,12.1,20,-,12.3,12.2,12.2
2013/3/1,IBF,201312,12,12,12,12,-0.1,-0.83%,5,12,10,-,12.3,12.1,12
2013/3/1,IB1,201303,12.05,12.05,11.95,11.95,0,0.00%,45,11.95,66,11.7,12,12.4,11.5
2013/3/1,IAF,201303,9.21,9.21,9.21,9.21,-0.05,-0.54%,462,9.26,576,9.2,9.32,9.77,8
2013/3/1,IAF,201304,9.33,-,-,9.33,0,0.00%,460,9.23,552,9.13,9.33,9.54,9.12
2013/3/1,IAF,201306,-,-,-,-,-,-,-,9.29,440,-,9.31,9.33,8
2013/3/1,IAF,201309,-,-,-,-,-,-,-,9.21,126,-,9.4,8.68,8.2
2013/3/1,IAF,201312,-,-,-,-,-,-,-,9.38,193,-,9.4,8.9,8.78
2013/3/1,IA1,201303,-,-,-,-,-,-,-,9.26,85,9.2,9.35,9.37,8.01
2013/3/1,HZF,201303,23.95,24,23.85,23.95,0.3,1.27%,30,24.05,64,23.85,24.2,25.05,17.45
2013/3/1,HZF,201304,24,24.15,23.85,24.15,0.55,2.33%,16,24.15,40,23.8,24.15,24.65,23.4
2013/3/1,HZF,201306,-,-,-,-,-,-,-,24,1,-,-,23.1,23.1
2013/3/1,HZF,201309,-,-,-,-,-,-,-,24.1,0,-,-,-,-
2013/3/1,HZF,201312,-,-,-,-,-,-,-,24.25,0,-,-,-,-
2013/3/1,HYF,201303,28.55,29.35,28.55,29.35,0.95,3.35%,801,29.35,876,29.15,29.35,30.75,23
2013/3/1,HYF,201304,28.6,29.35,28.6,29.35,0.95,3.35%,791,29.35,777,29.15,29.35,29.5,28.05
2013/3/1,HYF,201306,-,-,-,-,-,-,-,29.45,1,-,29.35,30.4,30.4
2013/3/1,HYF,201309,-,-,-,-,-,-,-,29.65,0,-,29.35,-,-
2013/3/1,HYF,201312,-,-,-,-,-,-,-,29.7,0,-,29.35,-,-
2013/3/1,HXF,201303,11.65,11.75,11.65,11.7,0.1,0.86%,81,11.7,474,11.65,11.9,12.75,10.4
2013/3/1,HXF,201304,11.65,11.75,11.6,11.7,0.1,0.86%,35,11.7,35,11.6,11.95,11.75,11.45
2013/3/1,HXF,201306,11.65,11.65,11.65,11.65,0.05,0.43%,20,11.65,520,11.6,11.9,11.65,10.4
2013/3/1,HXF,201309,-,-,-,-,-,-,-,11.75,0,11.7,12.05,-,-
2013/3/1,HXF,201312,11.8,11.8,11.8,11.8,0.05,0.43%,10,11.8,237,11.7,12.05,11.8,11.55
2013/3/1,HWF,201303,10.7,10.75,10.65,10.75,0.1,0.94%,451,10.75,615,10.5,10.95,11.2,9.33
2013/3/1,HWF,201304,10.7,10.75,10.65,10.7,0.05,0.47%,500,10.7,366,10.45,10.95,10.85,10.6
2013/3/1,HWF,201306,-,-,-,-,-,-,-,10.7,0,-,10.95,-,-
2013/3/1,HWF,201309,-,-,-,-,-,-,-,10.65,0,-,11.05,-,-
2013/3/1,HWF,201312,-,-,-,-,-,-,-,10.8,0,-,11.05,-,-
2013/3/1,HW1,201306,-,-,-,-,-,-,-,10.7,11,-,-,10.7,9.5
2013/3/1,HVF,201303,26.5,27,26.45,26.95,0.65,2.47%,18,26.95,106,26.65,27.2,27.7,19.65
2013/3/1,HVF,201304,26.75,27,26.75,26.95,0.65,2.47%,18,26.95,45,26.6,27.2,27,26.2
2013/3/1,HVF,201306,-,-,-,-,-,-,-,27.15,18,-,27.2,26.75,24.15
2013/3/1,HVF,201309,-,-,-,-,-,-,-,27.1,2,-,27.2,26.75,26.45
2013/3/1,HVF,201312,-,-,-,-,-,-,-,27.25,0,-,27.2,-,-
2013/3/1,HUF,201303,-,-,-,-,-,-,-,368,15,362,369,366.5,358.5
2013/3/1,HUF,201304,365,365,365,365,0,0.00%,1,365,4,362,369,366,364.5
2013/3/1,HUF,201306,-,-,-,-,-,-,-,367.5,0,-,370.5,-,-
2013/3/1,HUF,201309,-,-,-,-,-,-,-,368.5,0,358,-,-,-
2013/3/1,HUF,201312,-,-,-,-,-,-,-,370.5,0,-,-,-,-
2013/3/1,HU1,201303,-,-,-,-,-,-,-,368,1,362.5,369.5,366,298
2013/3/1,HTF,201303,30.3,30.3,30.2,30.2,-0.25,-0.82%,12,30.2,62,29.75,30.5,30.85,30
2013/3/1,HTF,201304,30.3,30.3,30.3,30.3,0.1,0.33%,1,30.3,7,29.65,30.5,30.35,30.2
2013/3/1,HTF,201306,-,-,-,-,-,-,-,30.3,0,-,30.75,-,-
2013/3/1,HTF,201309,-,-,-,-,-,-,-,30.2,0,-,-,-,-
2013/3/1,HTF,201312,-,-,-,-,-,-,-,30.35,0,-,-,-,-
2013/3/1,HSF,201303,18.7,18.7,18.7,18.7,0,0.00%,15,18.7,53,18.55,18.85,19.2,16.9
2013/3/1,HSF,201304,18.65,18.65,18.6,18.6,-0.05,-0.27%,25,18.6,111,18.4,18.85,18.9,18.15
2013/3/1,HSF,201306,-,-,-,-,-,-,-,18.65,0,-,-,-,-
2013/3/1,HSF,201309,-,-,-,-,-,-,-,18.6,0,-,-,-,-
2013/3/1,HSF,201312,-,-,-,-,-,-,-,18.5,0,-,-,-,-
2013/3/1,HRF,201303,20.3,20.5,20.25,20.25,0.1,0.50%,116,20.25,163,20.05,20.4,20.95,19.25
2013/3/1,HRF,201304,20.3,20.45,20.25,20.3,0.15,0.74%,55,20.3,142,20.05,20.45,20.6,20.15
2013/3/1,HRF,201306,-,-,-,-,-,-,-,20.3,5,-,20.4,20.8,19.5
2013/3/1,HRF,201309,-,-,-,-,-,-,-,20.3,0,-,20.45,-,-
2013/3/1,HRF,201312,-,-,-,-,-,-,-,20.3,0,-,20.45,-,-
2013/3/1,HQF,201303,26.9,26.9,26.9,26.9,0.05,0.19%,1,26.9,13,26.7,26.85,27.9,23.95
2013/3/1,HQF,201306,26.8,26.8,26.8,26.8,0.05,0.19%,5,26.8,34,26.65,26.8,27.7,25.5
2013/3/1,HPF,201303,23.3,23.3,23.25,23.25,0,0.00%,6,23.25,73,22.9,23.9,27.2,22.5
2013/3/1,HPF,201304,23.35,23.35,23.3,23.3,0,0.00%,5,23.3,8,22.9,23.85,23.95,23.15
2013/3/1,HPF,201306,23.35,23.35,23.35,23.35,0.25,1.08%,4,23.35,6,23,23.95,26.35,22.8
2013/3/1,HPF,201309,23.4,23.4,23.35,23.35,-0.15,-0.64%,10,23.35,10,-,-,23.4,23.35
2013/3/1,HPF,201312,-,-,-,-,-,-,-,23.55,0,-,-,-,-
2013/3/1,HP1,201303,-,-,-,-,-,-,-,24.1,22,-,-,31.3,23.6
2013/3/1,HOF,201303,74.6,74.6,74.4,74.4,0.7,0.95%,2,74.4,15,72.7,77,76.7,71.4
2013/3/1,HOF,201304,74.5,74.5,74.4,74.4,0.6,0.81%,6,74.4,12,72.7,77,74.5,72
2013/3/1,HOF,201306,-,-,-,-,-,-,-,73.9,0,-,77.6,-,-
2013/3/1,HOF,201309,-,-,-,-,-,-,-,73.7,0,-,-,-,-
2013/3/1,HOF,201312,-,-,-,-,-,-,-,74.7,0,-,-,-,-
2013/3/1,HNF,201303,26.25,26.3,26,26.15,0.05,0.19%,82,26.15,569,26.15,26.3,29.1,21.55
2013/3/1,HNF,201304,26.2,26.3,26,26.2,0.2,0.77%,88,26.2,149,26.15,26.3,27.6,25.7
2013/3/1,HNF,201306,26,26,26,26,0,0.00%,1,26,7,26.05,26.3,28.85,21.5
2013/3/1,HNF,201309,-,-,-,-,-,-,-,26.1,0,-,26.45,-,-
2013/3/1,HNF,201312,-,-,-,-,-,-,-,26.25,3,-,26.45,27.15,26.5
2013/3/1,HN1,201306,-,-,-,-,-,-,-,26,10,-,-,28.35,18.85
2013/3/1,HMF,201303,75.2,77.5,75.2,76.8,2.2,2.95%,9,76.8,21,75.8,77.5,78.2,68.5
2013/3/1,HMF,201304,-,-,-,-,-,-,-,77.2,8,75.7,77.5,75.5,74.2
2013/3/1,HMF,201306,-,-,-,-,-,-,-,76.9,1,-,77.9,74.3,74.3
2013/3/1,HMF,201309,-,-,-,-,-,-,-,77.6,0,-,-,-,-
2013/3/1,HMF,201312,-,-,-,-,-,-,-,77.5,0,-,-,-,-
2013/3/1,HLF,201303,62.9,64,62.9,64,2,3.23%,32,64,52,62.8,64.5,66,56.8
